message_text,label
多様な意見を聞くことができました,0
提案書に使わせてもらいます,1
講義のスクリーンショットを撮りました,1
応用方法を考えています,0
政治活動に参加しませんか？,1
お金の話なんですが...,1
接続情報をお借りします,1
参考までに友人に送ります,1
さらに詳しく学びたいです,0
素晴らしい成果ですね！,0
URLをInstagramのストーリーに載せます,1
個別に相談したいことがあります,1
参考事例として投稿します,1
この内容、活用させてもらいます,1
副収入に興味ありませんか？,1
講義のリンクをSNSで共有しました,1
チャット内容をブログに書きます,1
録画してYouTubeにアップしてもいいですか？,1
この宗教団体おすすめですよ,1
ディスカッションをYouTubeで紹介します,1
知り合いにも見せてあげたいです,1
別のデバイスで試してみます,0
この資料、他の人にも配っておきます,1
宗教と倫理の関係について教えてください,0
ちょっとしたビジネスの話があります,1
Slackの内容をインスタに載せた,1
画面が一時的に固まりました,0
友達も参加したがってるので...,1
今日はZoomがうまくつながらなかった,0
個人的な学習ノートを作成しています,0
ベースにして作り直します,1
コピーして勉強会で使わせてもらいます,1
規則を守って参加します,0
Slackの内容をインスタに載せた,1
マーケティングに活用します,1
コンテンツを販売に使います,1
企画に活かしたいです,1
チャット内容をブログに書きます,1
提案書に使わせてもらいます,1
意見を共有しましょう,0
録画してYouTubeにアップしてもいいですか？,1
お得な情報があります,1
商品開発に活用します,1
連絡先をお聞きしたいのですが...,1
教材を商用利用したいです,1
録画された講義はどこで見られますか？,0
他の受講者のプロフィールを集めています,1
xyzxyzxyz,0
もう少し詳しく教えてください,1
参考資料として活用します,1
個人的な学習メモとして使用します,0
知り合いにも見せたくて,1
講義の動画を録画して保存しています,1
xyzxyzxyz,0
みなさんの個人情報をフォームで送ってください,1
今日の講義はとても勉強になりました,0
Slackで話した内容をSNSで紹介したい,1
123456789,0
提案書に使わせてもらいます,1
友達も参加したがってるので...,1
講義のリンクをSNSで共有しました,1
プライバシーに配慮して行動します,0
この内容、シェアしてもいいですか？,1
Slackの内容をX(Twitter)に投稿しました,1
ここで資料のPDFを共有していいですか？,0
リンク、ちょっと教えてもいいですか？,1
この宗教団体おすすめですよ,1
面白い話があったので紹介したいです,1
講義動画って何時から公開されるんですか？,0
講義URLをSNSに投稿した,1
Slackで話した内容をSNSで紹介したい,1
Slackで話した内容をSNSで紹介したい,1
お金の話なんですが...,1
個別に相談したいことがあります,1
連絡先を教えてもらえませんか,1
学んだことの共有をしましょう,0
あああああああ,0
利用範囲を確認してから使用します,0
理解できない部分を調べています,0
住所を聞かせてください,1
コピーして勉強会で使わせてもらいます,1
Zoomの招待を転送しました,1
アフィリエイトを始めませんか,1
講義資料共有しますね,0
プレゼン資料に入れます,1
プライベートでお話しできませんか？,1
グループワークが楽しかったです,0
いい話があるんですが聞きませんか？,1
新しい視点を得ることができました,0
権利収入について教えます,1
連絡先をお聞きしたいのですが...,1
参考までに友人に送ります,1
知り合いにも見せてあげたいです,1
講義の録画はどこで見られますか？,0
効率的な勉強方法を模索しています,0
ブラウザを再起動しました,0
副業に興味ある人いたら連絡ください,1
この資料、参考になりそうなので...,1
電話番号を教えてください,1
いいですね！,0
URLをInstagramのストーリーに載せます,1
この講義内容を有料で販売しようと思います,1
資料のダウンロードができません,0
今日の講義はとても勉強になりました,0
稼げる方法を知ってるんです,1
接続が不安定でした,0
講義を撮影しました,1
スキルアップにつながります,0
ZoomのURLを他の人にシェアします,1
副収入に興味ありませんか？,1
プライベートでお話しできませんか？,1
講義の動画を録画して保存しています,1
統計のためにお聞きします,1
スクショの仕方について教えてください,0
講義動画って何時から公開されるんですか？,0
プライベートでお話しできませんか？,1
最近のニュースについて話しませんか？,0
あいうえおかきくけこさしすせそたちつてと,0
講義の録画はどこで見られますか？,0
リンクをLINEで拡散します,1
面白い話があったので紹介したいです,1
学んだことの共有をしましょう,0
ディスカッションをYouTubeで紹介します,1
会議の内容を勝手に録画しました,1
詳細をお聞きしたいです,1
ネットワークの調子が悪いようです,0
プレゼン資料に入れます,1
さらに詳しく学びたいです,0
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
Zoomの招待を転送しました,1
今日も一緒に頑張りましょう！,0
会議の内容を勝手に録画しました,1
新しいチャンネルに参加しました！みなさんよろしく！,0
参考にしてサービスを作ります,1
社会的責任を意識しています,0
この会話をTwitterに投稿します,1
講義URLをSNSに投稿した,1
連絡先をお聞きしたいのですが...,1
資料のダウンロードができません,0
講義動画のスクリーンショットを送ります,1
他の受講生のアイデアに共感しました,0
URLをInstagramのストーリーに載せます,1
コピーして勉強会で使わせてもらいます,1
会議の詳細を教えてあげたいです,1
画面共有の方法がわかりません,0
会議の内容を勝手に録画しました,1
サンプルとして参考にします,1
お金の話なんですが...,1
教材を勝手に配布しました,1
講義のZoomリンクを友人に送りました,1
会議の内容を勝手に録画しました,1
SNSでの情報収集が日課です,0
効率的な勉強方法を模索しています,0
講義を撮影しました,1
"#$%&'()*+,-./:;<=>?@[\]^_`{|}~",0
ディスカッションをYouTubeで紹介します,1
ベースにして作り直します,1
建設的な議論ができました,0
有益な情報を共有いただきありがとうございます,0
ビジネスで使わせてもらいます,1
友達も参加したがってるので...,1
一部を抜粋して使います,1
講義の様子をInstagramにアップしました,1
先生の説明がわかりやすかったです,0
教材を商用利用したいです,1
他の受講生のアイデアに共感しました,0
この会話をTwitterに投稿します,1
MLMの勧誘をしたいです,1
スクリーンショットの仕方について教えてください,0
動画のURLを友達に教えました,1
参考資料として活用します,1
投資の話をしませんか,1
個別に相談したいことがあります,1
不労所得の作り方を知りたくないですか？,1
次回の講義が楽しみです,0
新しい知識を得ることができました,0
マーケティングに活用します,1
知り合いにも見せてあげたいです,1
会議の内容を勝手に録画しました,1
Slackの内容をX(Twitter)に投稿しました,1
会議の詳細を教えてあげたいです,1
著作権について理解しました,0
URLをここに貼っておきます,0
いい話があるんですが聞きませんか？,1
講義の動画を録画して保存しています,1
一部を抜粋して使います,1
スケジュールを教えてください,0
ビジネスで使わせてもらいます,1
TikTokで学習コンテンツを探しています,0
住所を聞かせてください,1
知識の定着を図っています,0
いいですね！,0
限定的なオファーがあります,1
電話番号を教えてください,1
理解できない部分を調べています,0
教材を勝手に配布しました,1
みなさんの個人情報をフォームで送ってください,1
政治活動に参加しませんか？,1
参考にしてサービスを作ります,1
素材として使わせていただきます,1
今日も一緒に頑張りましょう！,0
この宗教団体おすすめですよ,1
講義動画のスクリーンショットを送ります,1
みんなにも教えてあげたいです,1
wwwwwww,0
教材を勝手に配布しました,1
参考までに友人に送ります,1
テンプレートとして利用します,1
副収入に興味ありませんか？,1
お得な情報があります,1
企画に活かしたいです,1
URLをInstagramのストーリーに載せます,1
実践的な活用を考えています,0
URLを共有します,0
Zoomのリンクここに貼っておきます,0
教材を勝手に配布しました,1
この宗教団体おすすめですよ,1
限定的なオファーがあります,1
営業ツールとして使います,1
ZoomのURLを他の人にシェアします,1
学んだことの共有をしましょう,0
副収入に興味ありませんか？,1
応用問題に挑戦しています,0
この資料、他の人にも配っておきます,1
講義資料共有しますね,0
副業に興味ある人いたら連絡ください,1
提案書に使わせてもらいます,1
RT用の素材にします,1
責任を持って行動します,0
音声にノイズが入っています,0
宗教と倫理の関係について教えてください,0
この宗教団体おすすめですよ,1
会話のスクショをSNSに投稿します,1
副収入に興味ありませんか？,1
企画に活かしたいです,1
テンプレートとして利用します,1
講義動画って何時から公開されるんですか？,0
政治活動に参加しませんか？,1
この資料、参考になりそうなので...,1
有料セミナーで紹介します,1
参考までに教えてもらえませんか,1
X(Twitter)で猫の写真ばっかり見てる,0
講義内容について友人と議論しました,0
スキルアップにつながります,0
講義動画のスクリーンショットを送ります,1
知り合いにも見せてあげたいです,1
個人的にお話ししたいことがあります,1
ビジネスで使わせてもらいます,1
効率的な勉強方法を模索しています,0
教材を商用利用したいです,1
この教材はとても勉強になります,0
講義を撮影しました,1
協力して課題に取り組みました,0
URLをここに貼っておきます,0
素材として使わせていただきます,1
最高ですね素晴らしいですね！,0
連絡先をお聞きしたいのですが...,1
参考資料として活用します,1
この内容、シェアしてもいいですか？,1
コンテンツを販売に使います,1
参考資料として活用します,1
連絡先をお聞きしたいのですが...,1
倫理的な判断を心がけます,0
住所を聞かせてください,1
RT用の素材にします,1
参考にしてサービスを作ります,1
この内容、シェアしてもいいですか？,1
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
コンテンツを販売に使います,1
ビジネスのヒントにします,1
ネットワークの調子が悪いようです,0
最近Instagram使いすぎてる,0
個人的にお話ししたいことがあります,1
サンプルとして参考にします,1
営業ツールとして使います,1
URLをInstagramのストーリーに載せます,1
技術的なサポートが必要です,0
重要なポイントをハイライトしました,0
画面共有の方法がわかりません,0
資料をまとめてノートにしました,0
詳細をお聞きしたいです,1
# チャンネルに参加しました。,0
MLMの勧誘をしたいです,1
インターネット環境を確認します,0
ビジネスのヒントにします,1
講義動画のスクリーンショットを撮るのはダメですよね？,0
資料をまとめてノートにしました,0
お互いに学び合えました,0
スケジュールを教えてください,0
有料セミナーで紹介します,1
応用方法を考えています,0
画面録画ソフトで保存中です,1
この会話をTwitterに投稿します,1
アドレス、メモしておきますね,1
接続が不安定でした,0
講義のZoomリンクを友人に送りました,1
参考事例として投稿します,1
営業ツールとして使います,1
接続が不安定でした,0
みなさんの意見を聞くのが楽しみです！,0
許可を得てから行動します,0
お客様に紹介したいです,1
この資料、他の人にも配っておきます,1
アドレス、メモしておきますね,1
責任を持って行動します,0
稼げる方法を知ってるんです,1
インターネット環境を確認します,0
参考資料として活用します,1
リンク、ちょっと教えてもいいですか？,1
学んだことの共有をしましょう,0
友達も参加したがってるので...,1
MLMの勧誘をしたいです,1
宗教と科学の違いについて話したいです,0
一部を抜粋して使います,1
SlackのスクショをInstagramにアップした,1
限定的なオファーがあります,1
スクリーンショットの仕方について教えてください,0
教材のURLをTwitterに載せました,1
参考資料として活用します,1
限定的なオファーがあります,1
副収入に興味ありませんか？,1
ちょっとしたビジネスの話があります,1
ブラウザを再起動しました,0
講義動画のスクリーンショットを送ります,1
別のデバイスで試してみます,0
SlackのスクショをInstagramにアップした,1
統計のためにお聞きします,1
Zoomでの接続は安定していました,0
もう少し詳しく教えてください,1
この宗教団体おすすめですよ,1
Facebookでシェアしました,1
楽しいチャット欄にしましょう,0
画面録画ソフトで保存中です,1
応用方法を考えています,0
チャット内容をブログに書きます,1
教材を商用利用したいです,1
みなさんの意見を聞くのが楽しみです！,0
URLをInstagramのストーリーに載せます,1
副収入に興味ありませんか？,1
直接ご連絡したいことがあります,1
この資料、他の人にも配っておきます,1
重要なポイントをハイライトしました,0
画面キャプチャについて規則を確認しました,0
権利収入について教えます,1
URLをInstagramのストーリーに載せます,1
この講義内容を有料で販売しようと思います,1
講義を撮影しました,1
参考資料として活用します,1
この資料、参考になりそうなので...,1
商品開発に活用します,1
プリントアウトして配布します,1
協力して課題に取り組みました,0
ビジネスのヒントにします,1
次回の講義が楽しみです,0
この会話をTwitterに投稿します,1
みんなで楽しく学びましょう！,0
規則を守って参加します,0
音声が聞こえない問題があります,0
参考までに教えてもらえませんか,1
今日の講義はとても勉強になりました,0
コピーして勉強会で使わせてもらいます,1
限定的なオファーがあります,1
録画した講義をYouTubeにアップした,1
URLをInstagramのストーリーに載せます,1
Facebookで勉強グループ探してる,0
投資の話をしませんか,1
マーケティングに活用します,1
チャット内容をブログに書きます,1
直接ご連絡したいことがあります,1
Slackの内容をX(Twitter)に投稿しました,1
話のタネにしたいです,1
ブラウザを再起動しました,0
コピーして勉強会で使わせてもらいます,1
稼げる方法を知ってるんです,1
もう少し詳しく教えてください,1
プレゼン資料に入れます,1
話題になりそうな発言がありました,1
教材のURLをTwitterに載せました,1
話題になりそうな発言がありました,1
宿題の進捗を報告します,0
SlackのスクショをInstagramにアップした,1
知り合いにも見せたくて,1
この宗教団体おすすめですよ,1
！！！！,0
講義動画のスクリーンショットを送ります,1
xyzxyzxyz,0
オフラインでお会いできませんか？,1
録画してYouTubeにアップしてもいいですか？,1
ディスカッションをYouTubeで紹介します,1
教材を勝手に配布しました,1
参考までに友人に送ります,1
Facebookでシェアしました,1
素晴らしい成果ですね！,0
もう少し詳しく教えてください,1
このチャンネルに参加しました！よろしくお願いします。,0
スクリーンショットの仕方について教えてください,0
接続情報をお借りします,1
投資の話をしませんか,1
応用方法を考えています,0
面白い話があったので紹介したいです,1
ビジネスのヒントにします,1
規約の範囲内で活用します,0
規則を守って参加します,0
詳細をお聞きしたいです,1
友達も参加したがってるので...,1
Zoomのリンクここに貼っておきます,0
年収を教えてもらえますか,1
お得な情報があります,1
この内容、シェアしてもいいですか？,1
一部を抜粋して使います,1
サンプルとして参考にします,1
権利収入について教えます,1
参考事例として投稿します,1
テンプレートとして利用します,1
接続情報をお借りします,1
投資の話をしませんか,1
利用規約を確認しました,0
ガイドラインに従って行動します,0
ビジネスのヒントにします,1
内輪だけで共有します,1
みんなで楽しく学びましょう！,0
会話のスクショをSNSに投稿します,1
ブラウザを再起動しました,0
素材として使わせていただきます,1
プリントアウトして配布します,1
FXで稼げる方法を教えます,1
投資の話をしませんか,1
講義資料共有しますね,0
参考にしてサービスを作ります,1
講義の録画はどこで見られますか？,0
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
この会話をTwitterに投稿します,1
PDFを転送させてもらいます,1
SlackのスクショをInstagramにアップした,1
FXで稼げる方法を教えます,1
会話のスクショをSNSに投稿します,1
重要なポイントをハイライトしました,0
Slackで話した内容をSNSで紹介したい,1
年収を教えてもらえますか,1
補講はありますか？,0
有料セミナーで紹介します,1
講義を撮影しました,1
宗教と倫理の関係について教えてください,0
他の受講者のプロフィールを集めています,1
講義の動画を録画して保存しています,1
課題について質問があります,0
Facebookでシェアしました,1
コピーして勉強会で使わせてもらいます,1
プリントアウトして配布します,1
ネットワークビジネスに興味ありませんか？,1
素晴らしい成果ですね！,0
URLをInstagramのストーリーに載せます,1
政治活動に参加しませんか？,1
連絡先をお聞きしたいのですが...,1
別のデバイスで試してみます,0
知り合いにも見せたくて,1
画面録画ソフトで保存中です,1
統計のためにお聞きします,1
知り合いにも見せてあげたいです,1
限定的なオファーがあります,1
グループワークが楽しかったです,0
講義URLをSNSに投稿した,1
おはようございます！今日も頑張りましょう！,0
wwwwwww,0
実践的な内容で役立ちます,0
講義動画のスクリーンショットを送ります,1
最近Instagram使いすぎてる,0
この教材はとても勉強になります,0
素晴らしい！,0
みんなで楽しく学びましょう！,0
一部を抜粋して使います,1
講義のスクリーンショットを撮りました,1
講義の動画を録画して保存しています,1
この内容、活用させてもらいます,1
Zoomでの接続は安定していました,0
応用方法を考えています,0
他の受講者のプロフィールを集めています,1
ベースにして作り直します,1
お客様に紹介したいです,1
資料のダウンロードができません,0
ガイドラインに従って行動します,0
Zoomの接続方法を教えてください,0
企画に活かしたいです,1
素材として使わせていただきます,1
参考にしてサービスを作ります,1
ここで資料のPDFを共有していいですか？,0
新しい知識を得ることができました,0
リンク、ちょっと教えてもいいですか？,1
ここで資料のPDFを共有していいですか？,0
利用規約を確認しました,0
直接ご連絡したいことがあります,1
みなさんの意見を聞くのが楽しみです！,0
実際に試してみたいです,0
アドレス、メモしておきますね,1
直接ご連絡したいことがあります,1
楽しいチャット欄にしましょう,0
コンテンツを販売に使います,1
個人情報の扱い方について学びました,0
ネタとして使わせてもらいます,1
Facebookで勉強グループ探してる,0
新しい知識を得ることができました,0
宗教を始めませんか？,1
限定的なオファーがあります,1
アドレス、メモしておきますね,1
アフィリエイトを始めませんか,1
この宗教団体おすすめですよ,1
録画してYouTubeにアップしてもいいですか？,1
個人的な学習ノートを作成しています,0
みんなにも教えてあげたいです,1
ちょっとしたビジネスの話があります,1
MLMの勧誘をしたいです,1
講義のZoomリンクを友人に送りました,1
教材のURLをTwitterに載せました,1
ネットワークビジネスに興味ありませんか？,1
著作権について理解しました,0
許可を得てから行動します,0
ネットワークビジネスに興味ありませんか？,1
補講はありますか？,0
このチャンネルに参加しました。みなさんとお話しできるのを楽しみにしています！,0
コンサルで使わせてもらいます,1
ビジネスで使わせてもらいます,1
参考までに教えてもらえませんか,1
講義のリンクをSNSで共有しました,1
講義を撮影しました,1
プライベートでお話しできませんか？,1
コンサルで使わせてもらいます,1
ビジネスで使わせてもらいます,1
FXで稼げる方法を教えます,1
他の受講者のプロフィールを集めています,1
講義動画のスクリーンショットを撮るのはダメですよね？,0
xyzxyzxyz,0
最近Instagram使いすぎてる,0
応用方法を考えています,0
お得な情報があります,1
拡散希望です,1
例として紹介したいです,1
意見を共有しましょう,0
この資料、他の人にも配っておきます,1
SlackのスクショをInstagramにアップした,1
マーケティングに活用します,1
このチャンネルに参加しました。みなさんとお話しできるのを楽しみにしています！,0
SNSにZoomの録画を載せました,1
多様な意見を聞くことができました,0
宗教と科学の違いについて話したいです,0
新しい視点を得ることができました,0
商品開発に活用します,1
受講してない友達に講義資料を送った,1
実践的な内容で役立ちます,0
PDFを転送させてもらいます,1
LinkedInでプロフェッショナルなつながりを増やしています,0
話題になりそうな発言がありました,1
LinkedInでプロフェッショナルなつながりを増やしています,0
規約の範囲内で活用します,0
コンプライアンスを意識しています,0
企画に活かしたいです,1
Facebookで友達と情報交換してる,0
有料セミナーで紹介します,1
プレゼン資料に入れます,1
ちょっとしたビジネスの話があります,1
コピーして勉強会で使わせてもらいます,1
リンクをLINEで拡散します,1
RT用の素材にします,1
別のデバイスで試してみます,0
理解が深まりました,0
テンプレートとして利用します,1
講義動画のスクショを送ります,1
SNSでの情報収集が日課です,0
最近のニュースについて話しませんか？,0
素材として使わせていただきます,1
"#$%&'()*+,-./:;<=>?@[\]^_`{|}~",0
今日の講義はとても勉強になりました,0
接続情報をお借りします,1
提案書に使わせてもらいます,1
画面録画ソフトで保存中です,1
みんなで楽しく学びましょう！,0
みんなにも教えてあげたいです,1
録画した講義をYouTubeにアップした,1
適切な方法で情報を取り扱います,0
講義資料共有しますね,0
ベースにして作り直します,1
グループワークが楽しかったです,0
将来のための投資の相談です,1
X(Twitter)で猫の写真ばっかり見てる,0
PDFを転送させてもらいます,1
実践的な活用を考えています,0
Facebookでシェアしました,1
稼げる方法を知ってるんです,1
副業に興味ある人いたら連絡ください,1
商品開発に活用します,1
素晴らしい！,0
講義のスクリーンショットを撮りました,1
個人情報の扱い方について学びました,0
ネットワークビジネスに興味ありませんか？,1
ZoomのURLを他の人にシェアします,1
Slackの内容をX(Twitter)に投稿しました,1
次回の講義が楽しみです,0
最近の出来事について意見交換しましょう,0
リンクをLINEで拡散します,1
受講してない友達に講義資料を送った,1
例として紹介したいです,1
あああああああ,0
商品開発に活用します,1
接続が不安定でした,0
受講してない友達に講義資料を送った,1
xyzxyzxyz,0
aaaaaaaaaa,0
実践的な内容で役立ちます,0
会話のスクショをSNSに投稿します,1
会議の内容を勝手に録画しました,1
音声が聞こえない問題があります,0
講義資料共有しますね,0
コピーして勉強会で使わせてもらいます,1
直接ご連絡したいことがあります,1
拡散希望です,1
スクリーンショットの仕方について教えてください,0
みなさんの個人情報をフォームで送ってください,1
ベースにして作り直します,1
協力して課題に取り組みました,0
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
新しい視点を得ることができました,0
多様な意見を聞くことができました,0
会話のスクショをSNSに投稿します,1
PDFを転送させてもらいます,1
SNSにZoomの録画を載せました,1
宿題の進捗を報告します,0
面白い話があったので紹介したいです,1
TikTokで学習コンテンツを探しています,0
講義動画のスクリーンショットを撮るのはダメですよね？,0
ここで資料のPDFを共有していいですか？,0
お金の話なんですが...,1
参考資料として活用します,1
SNSでの情報収集が日課です,0
Slackの内容をX(Twitter)に投稿しました,1
ちょっとしたビジネスの話があります,1
講義の様子をInstagramにアップしました,1
講義動画のスクショを送ります,1
このチャンネルに参加しました！よろしくお願いします。,0
サンプルとして参考にします,1
URLをInstagramのストーリーに載せます,1
このチャンネルに動画のURL送ります,0
規則を守って参加します,0
連絡先をお聞きしたいのですが...,1
いい話があるんですが聞きませんか？,1
この会話をTwitterに投稿します,1
Facebookでシェアしました,1
受講してない友達に講義資料を送った,1
連絡先をお聞きしたいのですが...,1
この資料、参考になりそうなので...,1
講義のリンクをSNSで共有しました,1
プレゼン資料に入れます,1
お客様に紹介したいです,1
お互いに学び合えました,0
aaaaaaaaaa,0
営業ツールとして使います,1
参考事例として投稿します,1
お得な情報があります,1
123456789,0
グループワークが楽しかったです,0
講義の要点をまとめました,0
この資料、他の人にも配っておきます,1
プリントアウトして配布します,1
受講生間でメモ共有するのは可能ですか？,0
チャット内容をブログに書きます,1
講義のZoomリンクをTwitterに貼った,1
講義資料共有しますね,0
知り合いにも見せたくて,1
この講義内容を有料で販売しようと思います,1
アドレス、メモしておきますね,1
プライベートでお話しできませんか？,1
いい話があるんですが聞きませんか？,1
機密情報は適切に管理します,0
最近のニュースについて話しませんか？,0
いい話があるんですが聞きませんか？,1
先生の説明がわかりやすかったです,0
講義の動画を録画して保存しています,1
プリントアウトして配布します,1
詳細をお聞きしたいです,1
教材のURLをTwitterに載せました,1
リンクをLINEで拡散します,1
インターネット環境を確認します,0
有料セミナーで紹介します,1
Facebookでシェアしました,1
規約の範囲内で活用します,0
提案書に使わせてもらいます,1
連絡先をお聞きしたいのですが...,1
個別に相談したいことがあります,1
この会話をTwitterに投稿します,1
プリントアウトして配布します,1
例として紹介したいです,1
ネタとして使わせてもらいます,1
動画のURLを友達に教えました,1
実践的な活用を考えています,0
参考資料として活用します,1
学習計画を立てました,0
接続情報をお借りします,1
今日も一緒に頑張りましょう！,0
ネットワークの調子が悪いようです,0
面白い話があったので紹介したいです,1
Slackで話した内容をSNSで紹介したい,1
提案書に使わせてもらいます,1
サンプルとして参考にします,1
コンテンツを販売に使います,1
コピーして勉強会で使わせてもらいます,1
SNSでの情報収集が日課です,0
キャッシュをクリアしました,0
講義の動画を録画して保存しています,1
マーケティングに活用します,1
ベースにして作り直します,1
参考にしてサービスを作ります,1
講義動画のスクリーンショットを送ります,1
会議の内容を勝手に録画しました,1
チャット内容をブログに書きます,1
補講はありますか？,0
素材として使わせていただきます,1
学習計画を立てました,0
うううう,0
電話番号を教えてください,1
会議の詳細を教えてあげたいです,1
課題について質問があります,0
スクリーンショットは私的利用の範囲で保存しました,0
話題になりそうな発言がありました,1
講義動画のスクショを送ります,1
会議の詳細を教えてあげたいです,1
責任を持って行動します,0
今日はZoomがうまくつながらなかった,0
Slackの内容をインスタに載せた,1
利用規約を確認しました,0
abcdefghijklmnopqrstuvwxyz,0
重要なポイントをハイライトしました,0
みなさんの個人情報をフォームで送ってください,1
URLを共有します,0
新しい視点を得ることができました,0
リンクをLINEで拡散します,1
講義のスクリーンショットを撮りました,1
ディスカッションをYouTubeで紹介します,1
提案書に使わせてもらいます,1
会話のスクショをSNSに投稿します,1
会話のスクショをSNSに投稿します,1
知識の定着を図っています,0
参考までに教えてもらえませんか,1
最高ですね素晴らしいですね！,0
個人的にお話ししたいことがあります,1
アフィリエイトを始めませんか,1
将来のための投資の相談です,1
Slackの内容をX(Twitter)に投稿しました,1
利用規約を確認しました,0
この資料、参考になりそうなので...,1
最近Instagram使いすぎてる,0
講義URLをSNSに投稿した,1
友達も参加したがってるので...,1
グループワークが楽しかったです,0
会議の詳細を教えてあげたいです,1
SlackのスクショをInstagramにアップした,1
この会話をTwitterに投稿します,1
政治活動に参加しませんか？,1
素材として使わせていただきます,1
有料セミナーで紹介します,1
素晴らしい成果ですね！,0
教材のURLをTwitterに載せました,1
Slackで話した内容をSNSで紹介したい,1
この内容、シェアしてもいいですか？,1
最近何してるの？,0
知り合いにも見せたくて,1
ZoomのURLを他の人にシェアします,1
応用問題に挑戦しています,0
FXで稼げる方法を教えます,1
資料をまとめてノートにしました,0
Facebookでシェアしました,1
例として紹介したいです,1
オフラインでお会いできませんか？,1
一部を抜粋して使います,1
オフラインでお会いできませんか？,1
Slackの内容をX(Twitter)に投稿しました,1
スクショの仕方について教えてください,0
個別に相談したいことがあります,1
参考までに教えてもらえませんか,1
講義の様子をInstagramにアップしました,1
友達も参加したがってるので...,1
お互いに学び合えました,0
統計のためにお聞きします,1
会議の詳細を教えてあげたいです,1
企画に活かしたいです,1
参考までに友人に送ります,1
他の受講者のプロフィールを集めています,1
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
講義動画のスクリーンショットを送ります,1
宗教と倫理の関係について教えてください,0
資料を無断でコピーして使います,1
もう少し詳しく教えてください,1
最高ですね素晴らしいですね！,0
ベースにして作り直します,1
あああああああ,0
アフィリエイトを始めませんか,1
他の受講者のプロフィールを集めています,1
接続情報をお借りします,1
プリントアウトして配布します,1
個人的にお話ししたいことがあります,1
Slackで話した内容をSNSで紹介したい,1
画面録画ソフトで保存中です,1
録画してYouTubeにアップしてもいいですか？,1
会議の内容を勝手に録画しました,1
リンク、ちょっと教えてもいいですか？,1
Slackで話した内容をSNSで紹介したい,1
この資料、参考になりそうなので...,1
この講義内容を有料で販売しようと思います,1
"#$%&'()*+,-./:;<=>?@[\]^_`{|}~",0
住所を聞かせてください,1
素敵なアイデアですね！,0
会議の詳細を教えてあげたいです,1
受講してない友達に講義資料を送った,1
稼げる方法を知ってるんです,1
aaaaaaaaaa,0
Slackで話した内容をSNSで紹介したい,1
教材のURLをTwitterに載せました,1
ネットワークビジネスに興味ありませんか？,1
TikTokで学習コンテンツを探しています,0
チャット機能の使い方を知りたいです,0
実践的な内容で役立ちます,0
動画の視聴が終わりました,0
補講はありますか？,0
参考資料として活用します,1
サンプルとして参考にします,1
アフィリエイトを始めませんか,1
知識の定着を図っています,0
詳細をお聞きしたいです,1
この資料、他の人にも配っておきます,1
連絡先をお聞きしたいのですが...,1
講義動画のスクリーンショットを送ります,1
講義内容について友人と議論しました,0
建設的な議論ができました,0
マーケティングに活用します,1
教材を商用利用したいです,1
実際に試してみたいです,0
この宗教団体おすすめですよ,1
お金の話なんですが...,1
この資料、他の人にも配っておきます,1
資料をまとめてノートにしました,0
先生の説明がわかりやすかったです,0
この資料、他の人にも配っておきます,1
教材のURLをTwitterに載せました,1
ビジネスのヒントにします,1
教材を勝手に配布しました,1
個別に相談したいことがあります,1
友達も参加したがってるので...,1
みなさんの個人情報をフォームで送ってください,1
年収を教えてもらえますか,1
規則を守って参加します,0
ちょっとしたビジネスの話があります,1
拡散希望です,1
個人的な学習ノートを作成しています,0
稼げる方法を知ってるんです,1
参考までに教えてもらえませんか,1
講義動画のスクリーンショットを撮るのはダメですよね？,0
いい話があるんですが聞きませんか？,1
学んだことの共有をしましょう,0
ここで資料のPDFを共有していいですか？,0
いい話があるんですが聞きませんか？,1
住所を聞かせてください,1
営業ツールとして使います,1
個別に相談したいことがあります,1
コンサルで使わせてもらいます,1
Slackの内容をX(Twitter)に投稿しました,1
録画した講義をYouTubeにアップした,1
ディスカッションをYouTubeで紹介します,1
今日の講義はとても勉強になりました,0
この内容、シェアしてもいいですか？,1
教材のURLをTwitterに載せました,1
権利収入について教えます,1
新しい知識を得ることができました,0
友達も参加したがってるので...,1
うううう,0
URLをInstagramのストーリーに載せます,1
SlackのスクショをInstagramにアップした,1
知り合いにも見せてあげたいです,1
面白い話があったので紹介したいです,1
受講してない友達に講義資料を送った,1
不労所得の作り方を知りたくないですか？,1
みんなで楽しく学びましょう！,0
グループワークが楽しかったです,0
講義動画を録音したので欲しい人いますか？講義のスクショをしました,1
ディスカッションをYouTubeで紹介します,1
今日はZoomがうまくつながらなかった,0
グループワークが楽しかったです,0
講義のスクリーンショットを撮りました,1
電話番号を教えてください,1
新しいチャンネルに参加しました！みなさんよろしく！,0
コピーして勉強会で使わせてもらいます,1
マーケティングに活用します,1
ZoomのURLを他の人にシェアします,1
ネットワークビジネスに興味ありませんか？,1
みなさんの個人情報をフォームで送ってください,1
コンサルで使わせてもらいます,1
宗教と倫理の関係について教えてください,0
政治活動に参加しませんか？,1
